id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,postcode,rich,borough
450009,Lavender Joy Room in Duplex!,2219255,Natalie,Canarsie,40.62897,-73.90334,Private room,39.0,5,105,2019-06-09,1.21,3,34,11236,0,Brooklyn
450577,1 bdrm brownstone-west 70's-1 block Central Park,2237267,Marjorie,Upper West Side,40.77555,-73.9767,Entire home/apt,250.0,3,73,2019-06-07,0.84,1,284,10023,0,Manhattan
450578,Serene Room...,9647066,Maria Luiza,Sunset Park,40.6397,-74.0162,Private room,55.0,7,28,2019-05-12,0.32,2,333,11220,0,Brooklyn
452541,Brooklyn Apartment Windsor Terrace,2248545,Helen,Windsor Terrace,40.66034,-73.9829,Entire home/apt,142.0,3,120,2019-07-01,1.4,1,222,11215,0,Brooklyn
453094,Bedroom with Garden at the Back,137814,Waldemar,Clinton Hill,40.68699,-73.9635,Private room,70.0,2,339,2019-06-23,3.88,3,333,11238,0,Brooklyn
453255,"Exciting Lower East Side, Loft Life",2252261,Stephanie,Lower East Side,40.71986,-73.9869,Entire home/apt,225.0,4,13,2019-04-29,0.15,1,195,10002,0,Manhattan
454929,UNION SQUARE❤️PENTHOUSE 2FL+TERRACE❤️EAST VIllAGE,1385575,Alex,East Village,40.72981,-73.98318,Entire home/apt,239.0,2,67,2019-07-02,1.33,1,78,10009,0,Manhattan
455734,"Sunny, spacious 1-bedroom in Upper Manhattan",2265389,Laura,Inwood,40.86929,-73.92421,Entire home/apt,50.0,2,123,2019-07-02,1.47,1,21,10034,0,Manhattan
456190,"West Village Loft, 1st floor",2267864,Gary,West Village,40.73357,-74.00723,Entire home/apt,174.0,2,269,2019-06-29,3.15,2,167,10014,0,Manhattan
456526,Central Harlem Comfy Bedroom with Private Bath,2270183,Kaye,Harlem,40.81713,-73.94217,Private room,75.0,3,36,2019-06-23,1.76,1,47,10030,0,Manhattan
457829,Beautiful apartment in the heart of The Village,2275829,Lorena,East Village,40.72917,-73.98811,Entire home/apt,210.0,1,178,2019-07-01,2.06,1,0,10003,0,Manhattan
458154,"Cozy private room, williamsburg NYC",2268393,Javier & Jorge,Williamsburg,40.7061,-73.94531,Private room,55.0,4,132,2019-06-10,1.51,2,195,11206,0,Brooklyn
458377,Bright Spacious 2 Bedroom/5 Room - wRoof Deck,346366,Sarah,Williamsburg,40.70147,-73.94378,Entire home/apt,229.0,3,12,2019-05-28,0.15,1,319,11206,0,Brooklyn
459066,******AMAZING DEAL IN NYC*****,2282355,Ivana,Upper East Side,40.76719,-73.95303,Entire home/apt,150.0,2,23,2019-01-01,0.27,1,0,10021,1,Manhattan
460036,Great DEAL Gramercy 1 BDROOM /2beds,2287727,Jan,Kips Bay,40.74134,-73.98113,Entire home/apt,129.0,2,47,2019-06-08,0.55,1,177,10016,0,Manhattan
460999,Beautiful duplex apt in Harlem,128890,Sara,Harlem,40.8162,-73.94747,Entire home/apt,100.0,8,8,2019-03-28,0.11,1,0,10030,0,Manhattan
466277,"W'burg 2 bedroom w/ yard & laundry, 5 mins to L",815977,Ryan,Williamsburg,40.7111,-73.94643,Entire home/apt,235.0,3,108,2019-07-02,1.25,2,144,11206,0,Brooklyn
466457,"Bright, Bedstuy Gem",2316542,Nicole Lavonne,Bedford-Stuyvesant,40.68944,-73.9376,Entire home/apt,100.0,3,182,2019-07-01,2.15,1,220,11221,0,Brooklyn
467569,Curated 1BR on the prettiest block of the LES,282315,Rj,Lower East Side,40.72106,-73.98384,Entire home/apt,311.0,3,31,2019-06-11,0.41,1,28,10002,0,Manhattan
467634,yahmanscrashpads,2321321,Lloyd,Jamaica,40.67747,-73.76493,Shared room,39.0,1,454,2019-06-18,5.27,1,353,11434,0,Queens
467866,"Our NY home, Greenwich Village apt",2321870,David,West Village,40.73123,-74.00591,Private room,100.0,2,199,2019-07-05,2.3,1,19,10014,0,Manhattan
470090,Studio Apt. Lower East - Manhattan,2332430,Murch,Lower East Side,40.72147,-73.99208,Entire home/apt,210.0,1,230,2019-07-01,2.65,1,319,10002,0,Manhattan
470370,PRIVATE ROOM NEW YORK,2120259,Sue,Crown Heights,40.66604,-73.95086,Private room,55.0,4,101,2019-06-24,1.19,4,170,11225,0,Brooklyn
471712,Beautiful Sunny Apartment in South Harlem,1274269,Aram,Morningside Heights,40.80661,-73.9576,Private room,89.0,28,69,2019-05-26,0.81,1,80,10026,0,Manhattan
471914,Brooklyn one-bedroom right by Prospect Park!,2147438,Stephen,Prospect-Lefferts Gardens,40.65955,-73.96066,Private room,110.0,4,12,2019-04-26,0.16,1,330,11225,0,Brooklyn
472546,Cozy place,1600988,Sweet Home,Bushwick,40.6933,-73.90823,Entire home/apt,82.0,15,5,2019-01-04,0.06,1,311,11237,0,Brooklyn
473592,AMAZING Private 1stop away from NYC 1 block Subway,2347382,Massi & Ray,Long Island City,40.7502,-73.94189,Private room,70.0,1,144,2019-06-17,1.68,2,340,11101,0,Queens
476527,1RW- CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,East Village,40.72893,-73.98278,Entire home/apt,89.0,30,57,2019-05-05,0.67,6,0,10009,0,Manhattan
476570,3RE - CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,East Village,40.73009,-73.9827,Entire home/apt,89.0,30,70,2019-03-09,0.83,6,4,10009,0,Manhattan
476571,2RE - CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,East Village,40.72955,-73.98298,Entire home/apt,99.0,30,62,2019-01-10,0.74,6,8,10009,0,Manhattan
476983,"PRIVATE Room in Spacious, Quiet Apt",277379,Agnes,Harlem,40.82537,-73.94392,Private room,85.0,1,439,2019-07-05,5.12,2,238,10040,0,Manhattan
478053,Great LES / Chinatown bedroom,2368753,Kristine,Two Bridges,40.71137,-73.99403,Private room,80.0,4,48,2019-01-06,0.56,1,96,10002,0,Manhattan
478385,Sunny Midtown East Apt w/ a Loft!!!,2368133,Jimmy,Kips Bay,40.74428,-73.97809,Entire home/apt,135.0,3,134,2019-06-29,1.56,1,236,10016,0,Manhattan
479002,Brooklyn Brownstone w/ Beautiful Garden,1708956,Josh,Fort Greene,40.68723,-73.96897,Entire home/apt,450.0,2,31,2019-07-03,1.14,1,30,11238,0,Brooklyn
479263,Mini Loft Williamsburg Bkln-Bedford,2373905,Jaime,Williamsburg,40.7182,-73.95763,Entire home/apt,145.0,30,36,2019-01-19,0.42,1,342,11211,0,Brooklyn
479867,Williamsburg 2b apartment with deck,2377104,Hannah,Williamsburg,40.71739,-73.95472,Entire home/apt,225.0,2,338,2019-07-07,3.9,2,225,11211,0,Brooklyn
481022,Super Cute Junior 1BR in LES!!,2382189,Candice,Lower East Side,40.7195,-73.98022,Entire home/apt,125.0,1,261,2019-06-22,3.24,1,212,10002-1013,0,Manhattan
482765,Beautiful Brooklyn Brownstone,2389885,Megan,Fort Greene,40.68834,-73.97875,Private room,100.0,2,112,2019-06-30,1.3,2,12,11217,0,Brooklyn
483414,Best double Room all included wifi,1539749,Edward,Bedford-Stuyvesant,40.68586,-73.94837,Private room,55.0,2,22,2019-05-20,0.26,4,297,11216,0,Brooklyn
483485,Downtown Full Floor Loft,1492619,Wallace,Civic Center,40.71164,-74.00774,Entire home/apt,328.0,2,319,2019-07-02,3.78,1,112,10007,1,Manhattan
483505,Perfect & Stylish Williamsburg Apt,2393537,Jodi,Williamsburg,40.70743,-73.96728,Entire home/apt,142.0,7,69,2019-06-20,0.85,1,261,11249,0,Brooklyn
484312,Loft-Like Park Slope 3bdr Duplex,2306962,Hana,Windsor Terrace,40.65854,-73.98384,Entire home/apt,300.0,2,24,2019-02-20,0.39,1,23,11215,0,Brooklyn
488083,Nice apartment with a deck!,619154,Keith,Sunset Park,40.66158,-73.98954,Entire home/apt,92.0,2,58,2019-05-27,0.67,1,0,11215,0,Brooklyn
489018,Lovely Central East Village 2 Person Entire Apt,864370,Mick & Heidi,East Village,40.72457,-73.98453,Entire home/apt,185.0,2,62,2019-06-23,0.74,1,0,10009,0,Manhattan
489365,PRIME LOCATION STYLISH COMFORT,2420670,Carter,Williamsburg,40.71689,-73.95706,Entire home/apt,226.0,3,203,2019-06-27,2.85,1,38,11211,0,Brooklyn
489924,South Slope Private Bedroom,1027283,Kelly,Sunset Park,40.66221,-73.99743,Private room,50.0,2,33,2019-06-30,0.39,1,20,11232,0,Brooklyn
489965,A Gem in Harlem - Modern Living,2423067,Clara,East Harlem,40.79313,-73.93493,Private room,80.0,3,47,2019-03-09,0.66,2,0,10035,0,Manhattan
491123,Cozy Love Nest Prospect Heights,2427868,Ada,Prospect Heights,40.67369,-73.96589,Private room,102.0,2,121,2019-06-17,1.6,1,361,11238,0,Brooklyn
491529,3 bdrm family friendly home in central Park Slope,2429432,Julie,Park Slope,40.67211,-73.976,Entire home/apt,220.0,3,27,2019-05-17,0.45,1,68,11215,0,Brooklyn
491977,Stylish Large 1bd APT in Chinatown/Tribeca NYC,2431528,Christine,Chinatown,40.71456,-73.99978,Entire home/apt,165.0,5,22,2019-05-11,0.26,1,316,10013,1,Manhattan
493177,Two Bridges District Chinatown NYC,2436633,Gelya,Chinatown,40.71668,-73.99073,Entire home/apt,150.0,2,162,2019-06-16,1.92,1,231,10002,0,Manhattan
493611,Huge sunny artist loft +roof garden,1407251,Ute,Gowanus,40.67862,-73.98561,Entire home/apt,385.0,1,66,2019-05-19,0.76,2,363,11215,0,Brooklyn
494937,"The SoHo Loft - Huge Penthouse - 1,200 sqft",1527535,Jean-Marie,SoHo,40.72162,-74.00414,Entire home/apt,499.0,2,63,2019-07-07,0.76,1,26,10013,1,Manhattan
495249,10min Walk & 15mins to Tourist Spot,2446219,Biren,East Elmhurst,40.75541,-73.89239,Private room,85.0,1,219,2019-06-14,2.63,2,305,11370,0,Queens
496166,"Beautiful, Spacious 4 BR Brooklyn Brownstone",2450665,D,South Slope,40.66641,-73.98283,Entire home/apt,249.0,3,12,2019-07-01,0.27,1,26,11215,0,Brooklyn
498052,Modern private room in condominium,2426779,Regina,Williamsburg,40.71483,-73.96216,Private room,120.0,1,124,2019-06-10,1.46,1,292,11249,0,Brooklyn
498859,"NYC 30 min by Subway, Brooklyn 2",2462260,Dimitry,Brighton Beach,40.5822,-73.96392,Entire home/apt,169.0,4,63,2019-07-06,1.27,1,323,11235,0,Brooklyn
500845,Trendy Nest in the East Village,1336370,Bojan+Margaret,East Village,40.72686,-73.9797,Entire home/apt,220.0,4,162,2019-06-21,1.88,1,341,10009,0,Manhattan
500886,BEAUTIFUL ROOM IN BKLYN BROWNSTONE,2206506,James,Bedford-Stuyvesant,40.68825,-73.92951,Private room,85.0,3,103,2019-06-15,1.25,2,344,11221,0,Brooklyn
501082,Private Bdrm & Bath-30-night min-Weekly Maid Serv.,2471671,Joyce,Harlem,40.82392,-73.94205,Private room,79.0,30,185,2019-06-07,2.15,1,302,10039,0,Manhattan
501098,Private Bedroom in Wooden House,2472680,Fanny,Williamsburg,40.71384,-73.9474,Private room,90.0,4,219,2019-06-15,2.54,1,30,11211,0,Brooklyn
501693,Room w/pvt bathroom on Central Park,1490833,Patrick,Upper West Side,40.7952,-73.9624,Private room,99.0,1,280,2019-06-23,3.51,1,246,10025,0,Manhattan
502309,"Sunny Rm #1, Air Conditioner, Park,Express Q train",2478675,Gina,Prospect-Lefferts Gardens,40.65524,-73.95646,Private room,46.0,1,184,2019-06-10,2.14,5,362,11226,0,Brooklyn
502429,Park Slope duplex with backyard,2100968,Elodie,South Slope,40.66153,-73.98554,Entire home/apt,325.0,3,116,2019-07-07,1.37,1,203,11215,0,Brooklyn
503529,HEART OF SOHO The Perfect One Bedroom Apt,2483293,Eric,SoHo,40.72701,-74.0011,Entire home/apt,198.0,3,9,2019-02-23,0.1,1,0,10012,0,Manhattan
503722,Hip Stylish WIlliamsburg Studio,2484383,Theresa,Williamsburg,40.71345,-73.95689,Entire home/apt,175.0,2,15,2019-06-03,0.29,1,64,11211,0,Brooklyn
503790,SLEEK WEST VILLAGE ARTIST STUDIO LOFT,2484654,Michele,West Village,40.73214,-74.00188,Entire home/apt,130.0,4,22,2019-05-26,0.28,1,77,10014,0,Manhattan
504362,1760 Sq ft Penthouse apartment,2487309,Eric,Prospect Heights,40.67823,-73.97007,Entire home/apt,209.0,3,56,2019-07-04,0.65,1,160,11238,0,Brooklyn
504437,The biggest small apt in Manhattan,2356449,Mariana,Lower East Side,40.72232,-73.98686,Entire home/apt,104.0,3,57,2019-06-30,0.7,1,6,10002,0,Manhattan
505315,Charming ROOM(s)*Lovely BUSHWICK Block*25min->City,167417,Kelly,Bushwick,40.69227,-73.90852,Private room,68.0,2,37,2019-06-23,0.49,1,23,11207,0,Brooklyn
506121,Cozy Room in Lively East Village,2267153,John,East Village,40.7276,-73.98347,Private room,72.0,5,451,2019-06-30,5.26,2,13,10009,0,Manhattan
506527,Modern Sunny 2 Bedroom Apartment,864735,Jason,Astoria,40.75782,-73.92129,Entire home/apt,107.0,30,24,2019-04-30,0.29,8,262,11103,0,Queens
506571,Large sunny 1br apt in East Village,2349977,Anthony,East Village,40.72756,-73.97939,Entire home/apt,150.0,7,19,2019-03-22,0.32,1,24,10009,0,Manhattan
506575,Bronx Room Near Yankees + Harlem,2001830,Jose And Ysaira,Morris Heights,40.84937,-73.91328,Private room,45.0,3,190,2019-06-06,2.21,2,329,10453,0,The Bronx
507393,Ready private furnished room w/Wifi,1539749,Edward,Bedford-Stuyvesant,40.68549,-73.94724,Private room,49.0,2,46,2019-05-27,0.54,4,301,11216,0,Brooklyn
509989,Artist's Ditmas Pk 5 bedroom house,2472305,Rick,Flatbush,40.64229,-73.96548,Entire home/apt,349.0,1,169,2019-06-23,2.08,1,344,11226,0,Brooklyn
510218,Spacious Upper West Side 1-Bedroom,2513726,Margaret,Upper West Side,40.79218,-73.97926,Entire home/apt,185.0,2,165,2019-06-18,1.92,1,259,10024,1,Manhattan
512209,Your own townhouse in Bklyn Heights,2521513,Amy,Brooklyn Heights,40.69964,-73.99299,Entire home/apt,800.0,3,60,2019-01-01,0.7,1,67,11201,0,Brooklyn
512210,The Brooklyn Woodworker 3bdrm/2bth,2522854,Rich,Crown Heights,40.67709,-73.95237,Entire home/apt,349.0,2,320,2019-06-22,3.85,1,260,11216,0,Brooklyn
512775,The Cottage / 1500 sqft. of Privacy,2396295,Richard,Long Island City,40.75296,-73.93716,Entire home/apt,350.0,2,182,2019-06-11,2.2,1,272,11101,0,Queens
513688,Boerum Hill Brownstone Garden Duplx,2530670,Tiffany,Boerum Hill,40.68586,-73.9809,Entire home/apt,350.0,2,134,2019-07-07,1.56,1,56,11217,0,Brooklyn
514457,Brownstone Beauty with Deck,2096690,Richard,Bedford-Stuyvesant,40.68543,-73.93838,Entire home/apt,150.0,10,10,2019-05-26,0.17,2,185,11221,0,Brooklyn
515392,Beautiful Brand New Chelsea Studio,2538544,Michael,Chelsea,40.74348,-73.9998,Entire home/apt,200.0,1,60,2019-06-02,0.78,1,260,10011,0,Manhattan
516452,"Big, Bright, and Beautiful",2542888,Catrinel,Fort Greene,40.68679,-73.97378,Entire home/apt,99.0,30,5,2019-05-12,0.06,1,242,11217,0,Brooklyn
516791,Lovely Brooklyn Apt,696306,Bethany,Kensington,40.64625,-73.97932,Entire home/apt,90.0,10,33,2019-05-22,0.39,1,269,11218,0,Brooklyn
518566,"Gorgeous, charming Upper East private room",1497427,Andrea,Upper East Side,40.77108,-73.95967,Private room,82.0,3,10,2019-05-15,0.13,2,251,10021,1,Manhattan
518576,3 bedroom duplex apt with backyard,2155917,Stephanie,Bedford-Stuyvesant,40.68812,-73.94627,Entire home/apt,250.0,30,62,2019-07-02,0.73,3,292,11216,0,Brooklyn
518960,Cozy and quiet with secret garden,2155832,Federico,Harlem,40.82823,-73.94691,Entire home/apt,90.0,4,266,2019-07-04,3.17,1,150,10031,0,Manhattan
519310,YOU ROOM IN NYC,1366310,Janina,Woodside,40.74377,-73.91225,Private room,75.0,2,251,2019-07-07,2.92,2,317,11377,0,Queens
521672,Luxury Loft in Creative & Fun Apt,1720619,Glace,Williamsburg,40.71423,-73.95305,Private room,89.0,4,160,2019-06-21,1.92,1,23,11211,0,Brooklyn
521806,Airy 1BR nice area Queens nr subway,2389494,Anya,Rego Park,40.72719,-73.86166,Entire home/apt,69.0,5,5,2019-05-17,0.1,1,4,11374,0,Queens
522081,Guest Room in Art Loft in Chelsea,1413546,Asher,Chelsea,40.74341,-73.99298,Private room,170.0,2,183,2019-06-14,2.19,2,254,10011,0,Manhattan
524111,"Convenient East Village Studio,",62508,Leigh,East Village,40.72915,-73.98019,Entire home/apt,118.0,3,141,2019-06-24,1.66,1,13,10009,0,Manhattan
525120,Very cute quiet Studio in chelsea,184883,Noele,Chelsea,40.74767,-74.01061,Entire home/apt,135.0,6,42,2019-05-27,0.49,1,170,100014,0,Manhattan
525293,Yankee Nest,2556498,Chris,Concourse,40.82822,-73.92439,Entire home/apt,250.0,3,119,2019-07-01,1.41,1,339,10452,0,The Bronx
525388,Greenpoint gypset retreat,787204,Jenna,Greenpoint,40.73067,-73.955,Entire home/apt,200.0,7,20,2019-06-23,0.24,1,365,11222,0,Brooklyn
526923,Come stay in super comfy and cozy!,2589521,Lisbeth,Flatiron District,40.74129,-73.98374,Entire home/apt,265.0,3,26,2019-06-15,0.32,1,341,10010,0,Manhattan
528485,lovely private room in South Park Slope,17985,Sing,Sunset Park,40.66119,-73.98822,Private room,36.0,10,5,2019-04-30,0.07,2,44,11215,0,Brooklyn
530431,"Bright, Renovated 1BR in Brownstone",2605064,Larah,Harlem,40.80654,-73.95019,Entire home/apt,220.0,3,194,2019-07-04,2.42,1,338,10027,0,Manhattan
530576,"1bedroom, 70s UWS,brownstone charm",263510,Sandy,Upper West Side,40.78111,-73.97739,Private room,93.0,14,88,2019-06-28,1.03,1,176,10024,1,Manhattan
531091,King size bedroom in 2 bed apartment,1787284,Dragan,Astoria,40.75532,-73.91603,Private room,109.0,30,304,2019-06-19,3.7,1,0,11103,0,Queens
531455,Nice one bedroom apartment by the Prospect park,1445298,Gita,Prospect-Lefferts Gardens,40.66199,-73.96294,Entire home/apt,80.0,7,23,2019-06-05,0.27,1,20,11225,0,Brooklyn
532288,A Little West Village Charm,683230,Thomas,Greenwich Village,40.73176,-73.99895,Private room,295.0,5,103,2019-06-30,1.25,3,350,10003,0,Manhattan
532749,"Very Large, Airy, and Bright Loft -Williamsburg",2617850,Matthew,Williamsburg,40.71606,-73.95526,Entire home/apt,280.0,7,82,2019-06-21,0.98,1,41,11211,0,Brooklyn
533168,Spacious Nolita 2 Bd w/roof garden,2620162,Olivia,Nolita,40.72184,-73.9944,Entire home/apt,300.0,30,92,2019-06-08,1.09,1,106,10012,0,Manhattan
533506,2RW - CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,East Village,40.72829,-73.98156,Entire home/apt,99.0,30,66,2019-07-03,0.77,6,0,10009,0,Manhattan
533927,Large NYC Chelsea Studio - King Bed,2624738,Michael,Chelsea,40.74403,-73.99581,Entire home/apt,225.0,4,153,2019-06-24,2.03,1,205,10011,0,Manhattan
535095,Beautiful bedroom in Prospect Heights,598770,Maite & Javi,Prospect Heights,40.6744,-73.96558,Private room,90.0,7,43,2019-06-29,0.52,1,38,11238,0,Brooklyn
535352,Upper West Side 1-bedroom,2630351,Dawn,Upper West Side,40.79358,-73.97043,Entire home/apt,102.0,3,36,2019-07-02,0.5,1,21,10025,0,Manhattan
536578,Nice and clean private space in Bklyn loft.,2635819,Fabrizio,Bushwick,40.7014,-73.91333,Private room,59.0,10,19,2019-06-20,0.27,1,0,11237,0,Brooklyn
538344,East Village Oasis!  1Bd Apt,2644519,David,East Village,40.72924,-73.98113,Entire home/apt,195.0,2,160,2019-06-11,2.31,1,68,10009,0,Manhattan
538590,cozy 2bedroomAPART 10min to MIDTOWN,2645592,De & Claudia,Astoria,40.75919,-73.91836,Entire home/apt,150.0,3,74,2019-05-15,0.87,2,365,11103,0,Queens
539160,Manhattan *SuperHost* Luxury 2 Bdrm Apt Sleeps 6+,512878,Michelle,Washington Heights,40.83064,-73.94076,Entire home/apt,170.0,1,47,2019-04-28,0.58,2,17,10032,0,Manhattan
540057,Stylish Uptown Westside Apt.,2653648,Kareem,Harlem,40.82445,-73.95243,Entire home/apt,185.0,1,102,2019-06-13,1.19,2,91,10031,0,Manhattan
540489,Large + Bright private bedroom in NoLiTa,2656413,Anton,Little Italy,40.72006,-73.99579,Private room,58.0,6,18,2019-01-20,0.21,1,0,10013,1,Manhattan
541725,"Entire loft, best Williamsburg",1879389,Christina,Williamsburg,40.71872,-73.96042,Entire home/apt,189.0,4,33,2019-04-07,0.44,2,1,11249,0,Brooklyn
542054,3RW - CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,East Village,40.72855,-73.98265,Entire home/apt,88.0,30,60,2019-06-09,0.72,6,0,10009,0,Manhattan
542203,QUITE LOVELY STUDIO IN HEART OF HELLS KITCHEN**,1846051,Kj,Hell's Kitchen,40.76304,-73.9888,Entire home/apt,195.0,3,22,2019-06-23,1.61,2,59,10019,0,Manhattan
543792,Studio Apartment Bushwick/Ridgewood,865264,Sharon And Tom,Ridgewood,40.70878,-73.91727,Entire home/apt,110.0,5,107,2019-06-21,1.25,1,276,11237,0,Queens
544131,Heart of Greenwich Village near Bleecker St,534328,F,Greenwich Village,40.72987,-74.00082,Private room,79.0,4,87,2019-07-04,1.02,1,30,10012,0,Manhattan
545651,COMFORTABLE PRIVATE ROOM FOR RENT,1785800,Marvet,Prospect-Lefferts Gardens,40.65841,-73.95016,Private room,69.0,4,19,2019-05-20,0.24,3,43,11225,0,Brooklyn
546383,My Little Guest Room in Flushing,2680820,Linda,Flushing,40.75578,-73.81948,Private room,55.0,1,474,2019-05-25,5.53,3,332,11355,0,Queens
546573,Stunning apt with downtown views!,1792568,Mickey,Financial District,40.70587,-74.01534,Entire home/apt,500.0,2,63,2019-05-19,0.75,1,79,10004,1,Manhattan
548133,Chic One-Bedroom Apt,2694451,Shontae,Clinton Hill,40.69073,-73.96762,Entire home/apt,135.0,3,28,2019-06-01,0.4,1,211,11238,0,Brooklyn
550288,Cozy Upper East Side 1 Bedroom,2684478,Brian,Upper East Side,40.78024,-73.94813,Entire home/apt,160.0,4,16,2019-02-12,0.2,1,0,10128,0,Manhattan
550777,"Lrg1Bdrm, Terrace w/ Cent.Park View",2707053,Kathleen,Upper West Side,40.7964,-73.9675,Entire home/apt,210.0,3,25,2019-06-10,0.3,1,347,10025,0,Manhattan
552141,Historic sundrenched apt of the Lower East Side,2712998,Greg,Lower East Side,40.71788,-73.98975,Entire home/apt,300.0,1,45,2019-06-08,0.62,1,111,10002,0,Manhattan
552519,Brooklyn Amazing 2bedrm Luxury Apt,2715012,Maurice,Crown Heights,40.67356,-73.9425,Entire home/apt,185.0,1,215,2019-06-16,2.55,3,348,11213,0,Brooklyn
552639,Beautiful 2-BDRM Brownstone Apartment,2518984,Historic Harlem,Harlem,40.81757,-73.94709,Entire home/apt,220.0,3,33,2019-06-22,0.51,2,174,10030,0,Manhattan
553565,Feels like home with park view,567226,Yah,Inwood,40.86821,-73.92252,Entire home/apt,120.0,10,25,2019-06-01,0.3,1,129,10034,0,Manhattan
554165,"View of skyline w roof deck, perfect for families!",1267900,Maayan,Gowanus,40.68251,-73.98486,Entire home/apt,250.0,2,57,2019-07-02,0.67,1,25,11217,0,Brooklyn
555206,Spacious Room/Hip East Village Apt!,1925503,Evan,East Village,40.72718,-73.9812,Private room,99.0,6,80,2019-05-26,1.01,1,0,10009,0,Manhattan
557487,Full apartment close to G & L train,2740824,Lindsey,Greenpoint,40.72363,-73.9457,Entire home/apt,104.0,11,22,2019-05-10,0.26,1,0,11222,0,Brooklyn
560078,Gorgeous Unique Garden-Terrace-Apt.,2753256,Vana,East Village,40.72274,-73.97934,Entire home/apt,295.0,3,85,2019-06-23,1.02,1,261,10009,0,Manhattan
564184,CLEAN PRIVATE ROOM IN CHELSEA NYC,2378357,David,Chelsea,40.73971,-74.00221,Private room,125.0,2,42,2019-05-31,0.5,1,172,10011,0,Manhattan
564447,GREAT DEAL IN TIMES SQ./HK,2775674,Matt,Hell's Kitchen,40.75767,-73.99034,Entire home/apt,190.0,1,195,2019-06-25,2.83,1,69,10036,0,Manhattan
564751,Artist space for creative nomads.,2777672,Kalae,Upper West Side,40.80165,-73.96287,Shared room,76.0,2,158,2019-05-05,1.91,3,324,10025,0,Manhattan
566712,"GREAT EAST VILLAGE LOCATION, ELEVATOR & ROOFTOP!!!",2786764,Marianna,East Village,40.72819,-73.97933,Private room,107.0,1,115,2019-06-07,1.4,1,85,10009,0,Manhattan
566911,Entire 1 Bedroom Apartment Flat Historic Bedstuy,2788488,Sajjad,Bedford-Stuyvesant,40.68411,-73.93875,Entire home/apt,80.0,4,42,2019-05-28,0.49,1,245,11221,0,Brooklyn
568661,"Bright, Airy Loft Apt in Bushwick",2590864,Jason,Bushwick,40.70779,-73.92129,Entire home/apt,110.0,90,32,2019-06-10,0.4,1,330,11237,0,Brooklyn
568743,☆ 2BR East Village ☆ Sleeps 5 | BEST LOCATION ☆,627217,Seith,East Village,40.72603,-73.98751,Entire home/apt,151.0,2,214,2019-07-06,2.53,3,256,10003,0,Manhattan
570218,Duplex Loft in Fort Greene,2805772,Christopher,Fort Greene,40.68522,-73.97771,Entire home/apt,130.0,2,11,2019-05-06,0.13,1,0,11217,0,Brooklyn
570750,Fabulous Urban Retreat 2bdr,2806561,Noemie,Crown Heights,40.67391,-73.94039,Entire home/apt,180.0,2,221,2019-06-23,2.6,1,264,11213,0,Brooklyn
571564,large spacious room,1141935,Ana,Crown Heights,40.67436,-73.94807,Private room,95.0,1,123,2019-06-02,1.47,3,359,11216,0,Brooklyn
573612,"Sunny Private Bedroom by Express Train, Colleges!",2270624,Ny,Harlem,40.81199,-73.95116,Private room,79.0,1,132,2019-06-16,1.56,2,335,10027,0,Manhattan
573671,Luminous Modern Apt Share for Young Professionals,2822805,Ollie,Bedford-Stuyvesant,40.68586,-73.9501,Private room,60.0,30,41,2019-02-23,0.65,8,245,11216,0,Brooklyn
573795,Spacious Stylish  2 Bedroom Suite,38513,Nkosi,East Flatbush,40.65204,-73.94938,Entire home/apt,133.0,4,104,2019-06-06,1.32,1,338,11226,0,Brooklyn
573870,Central Park West/ 80s One bedroom!,1385157,Brian,Upper West Side,40.78292,-73.97438,Entire home/apt,120.0,30,18,2019-05-27,0.22,5,337,10024,1,Manhattan
575061,Your own floor (private) in prime Williamsburg!!,2828813,Katherine,Williamsburg,40.71603,-73.95665,Private room,120.0,2,143,2019-06-30,4.14,1,102,11211,0,Brooklyn
577324,Stylish 1BR Apartment Quick to Midtown and LGA!,2839267,Dustin,Ditmars Steinway,40.76961,-73.90451,Entire home/apt,54.0,45,198,2019-06-15,2.33,1,80,11105,0,Queens
577824,Modern Private 2 BR Near DT Manhattan – 3 stops,2841374,Stephon & Luke,Crown Heights,40.6772,-73.9506,Private room,80.0,7,10,2019-05-21,0.48,1,365,11216,0,Brooklyn
578267,*Lovely Bedroom! Big Sunny Apt*Manhattan*,1449904,Edel,Chinatown,40.71328,-73.99315,Private room,96.0,19,30,2019-04-08,0.36,1,165,10002,0,Manhattan
579716,Sweet n' Spectacular PARK SLOPE!,2851409,Mark And Stoph,South Slope,40.66488,-73.98079,Private room,50.0,2,201,2019-07-01,2.42,1,54,11215,0,Brooklyn
580323,Upper East Side 1 LG BR Avail in my Cute 2BR Apt,2311767,Melanie,East Harlem,40.78837,-73.94628,Private room,75.0,2,51,2019-06-30,0.61,1,77,10029,0,Manhattan
